1.00,2015-11-19T04:23:25.388Z
1.00,2015-11-19T04:21:37.061Z
0.00,2015-11-19T04:21:14.426Z
1.00,2015-11-19T04:19:37.031Z
1.00,2015-11-19T04:18:37.388Z
1.00,2015-11-19T04:18:25.360Z
1.00,2015-11-19T04:17:25.177Z
1.00,2015-11-19T04:16:25.637Z
1.00,2015-11-19T04:15:15.262Z
1.00,2015-11-19T04:14:14.259Z
1.00,2015-11-19T04:13:14.549Z
1.00,2015-11-19T04:12:14.248Z
0.00,2015-11-19T04:11:14.302Z
1.00,2015-11-19T04:10:25.087Z
1.00,2015-11-19T04:09:14.280Z
1.00,2015-11-19T04:08:25.175Z
1.00,2015-11-19T04:07:25.019Z
0.00,2015-11-19T04:06:24.971Z
1.00,2015-11-19T04:04:36.699Z
1.00,2015-11-19T04:03:36.672Z
0.00,2015-11-19T04:02:36.806Z
1.00,2015-11-19T04:02:25.275Z
0.00,2015-11-19T04:00:37.605Z
1.00,2015-11-19T03:59:36.714Z
0.00,2015-11-19T03:59:24.654Z
1.00,2015-11-19T03:58:24.801Z
1.00,2015-11-19T03:57:24.533Z
0.00,2015-11-19T03:56:13.622Z
1.00,2015-11-19T03:54:36.199Z
0.00,2015-11-19T03:54:13.495Z
1.00,2015-11-19T03:52:36.081Z
0.00,2015-11-19T03:52:24.275Z
1.00,2015-11-19T03:51:24.187Z
0.00,2015-11-19T03:50:13.672Z
1.00,2015-11-19T03:48:35.939Z
0.00,2015-11-19T03:47:36.155Z
1.00,2015-11-19T03:47:13.145Z
1.00,2015-11-19T03:45:35.823Z
1.00,2015-11-19T03:44:27.155Z
0.00,2015-11-19T03:43:13.146Z
1.00,2015-11-19T03:42:24.110Z
1.00,2015-11-19T03:41:12.931Z
0.00,2015-11-19T03:40:24.052Z
0.00,2015-11-19T03:38:35.983Z
1.00,2015-11-19T03:38:12.789Z
1.00,2015-11-19T03:37:23.675Z
1.00,2015-11-19T03:36:12.807Z
0.00,2015-11-19T03:35:12.710Z
1.00,2015-11-19T03:34:23.594Z
1.00,2015-11-19T03:32:35.342Z
1.00,2015-11-19T03:32:23.923Z
1.00,2015-11-19T03:30:37.005Z
1.00,2015-11-19T03:30:23.502Z
1.00,2015-11-19T03:28:35.553Z
1.00,2015-11-19T03:28:12.961Z
1.00,2015-11-19T03:27:13.377Z
1.00,2015-11-19T03:25:35.509Z
0.00,2015-11-19T03:25:13.058Z
1.00,2015-11-19T03:24:23.358Z
1.00,2015-11-19T03:23:23.674Z
1.00,2015-11-19T03:22:12.431Z
1.00,2015-11-19T03:20:35.101Z
0.00,2015-11-19T03:20:23.437Z
1.00,2015-11-19T03:18:35.093Z
0.00,2015-11-19T03:18:12.252Z
1.00,2015-11-19T03:17:23.114Z
1.00,2015-11-19T03:16:12.773Z
0.00,2015-11-19T03:14:37.040Z
1.00,2015-11-19T03:14:22.956Z
1.00,2015-11-19T03:13:24.903Z
0.00,2015-11-19T03:12:12.174Z
1.00,2015-11-19T03:10:34.761Z
0.00,2015-11-19T03:10:11.968Z
1.00,2015-11-19T03:09:22.849Z
0.00,2015-11-19T03:08:22.848Z
1.00,2015-11-19T03:07:12.085Z
1.00,2015-11-19T03:05:34.958Z
0.00,2015-11-19T03:05:12.080Z
1.00,2015-11-19T03:04:11.833Z
0.00,2015-11-19T03:03:11.812Z
1.00,2015-11-19T03:01:34.535Z
1.00,2015-11-19T03:01:22.627Z
0.00,2015-11-19T03:00:22.561Z
1.00,2015-11-19T02:58:34.722Z
1.00,2015-11-19T02:58:22.810Z
1.00,2015-11-19T02:57:22.478Z
